Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Lupus Erythematosus, Systemic	C0024141	SMAD3	4088	P84022	SMAD family member 3	Transcription factor	470	0.415	0.923	0.79796	0.11		1.0	2	1	2015.0	2018.0
Lupus Erythematosus, Systemic	C0024141	LRRC18	474354	Q8N456	leucine rich repeat containing 18		2	0.931	0.115	3.5136e-05	0.11		1.0	2	3	2009.0	2012.0
Lupus Erythematosus, Systemic	C0024141	NFKBIL1	4795	Q9UBC1	NFKB inhibitor like 1		41	0.653	0.615	0.025515	0.11		1.0	2	1	2008.0	2014.0
Lupus Erythematosus, Systemic	C0024141	NOTCH4	4855	Q99466	notch receptor 4		150	0.534	0.731	2.0544e-23	0.11		1.0	2	3	2012.0	2014.0
Lupus Erythematosus, Systemic	C0024141	PNP	4860	P00491	purine nucleoside phosphorylase	Enzyme	161	0.527	0.885	6.9987e-06	0.11		1.0	2	1	2015.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PEPD	5184	P12955	peptidase D	Enzyme	113	0.621	0.769	1.4633e-14	0.11		1.0	1	0	2007.0	2007.0
Lupus Erythematosus, Systemic	C0024141	ATG16L1	55054	Q676U5	autophagy related 16 like 1		120	0.543	0.769	0.96452	0.11		1.0	2	1	2015.0	2019.0
Lupus Erythematosus, Systemic	C0024141	DRAM1	55332	Q8N682	DNA damage regulated autophagy modulator 1		37	0.678	0.385	0.22771	0.11		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	BTNL2	56244	Q9UIR0	butyrophilin like 2	Enzyme modulator	145	0.546	0.808	8.5607e-11	0.11		1.0	2	2	2005.0	2014.0
Lupus Erythematosus, Systemic	C0024141	COG6	57511	Q9Y2V7	component of oligomeric golgi complex 6		62	0.644	0.577	6.3567e-16	0.11		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PTPN11	5781	Q06124	protein tyrosine phosphatase non-receptor type 11		702	0.385	0.923	0.99998	0.11		1.0	2	1	2016.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ATXN2	6311	Q99700	ataxin 2	Nucleic acid binding	341	0.482	0.808	0.85289	0.11		1.0	4	3	2003.0	2017.0
Lupus Erythematosus, Systemic	C0024141	PRRC2A	7916	P48634	proline rich coiled-coil 2A	Enzyme	45	0.656	0.654	1.0	0.11		0.5	2	4	1991.0	2014.0
Lupus Erythematosus, Systemic	C0024141	MPIG6B	80739	O95866	megakaryocyte and platelet inhibitory receptor G6b		30	0.695	0.5	1.0837e-06	0.11		1.0	2	1	2001.0	2014.0
Lupus Erythematosus, Systemic	C0024141	CASP10	843	Q92851	caspase 10	Enzyme	166	0.528	0.692	4.6392e-12	0.11		0.0	1	0	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	MFHAS1	9258	Q9Y4C4	malignant fibrous histiocytoma amplified sequence 1		25	0.729	0.538	4.2417e-09	0.11		1.0	2	1	2017.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SMG7	9887	Q92540	SMG7 nonsense mediated mRNA decay factor		10	0.805	0.346	0.99998	0.11		1.0	7	4	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	NAT2	10	P11245	N-acetyltransferase 2	Enzyme	311	0.451	0.885	3.2744e-06	0.1		0.9	10	1	1997.0	2018.0
Lupus Erythematosus, Systemic	C0024141	WAKMAR2	100130476		wound and keratinocyte migration associated lncRNA 2		2	0.931	0.115		0.1		1.0	1	2	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	AP4B1-AS1	100287722		AP4B1 antisense RNA 1		13	0.805	0.231		0.1		1.0	1	6	2019.0	2019.0
Lupus Erythematosus, Systemic	C0024141	LINC01088	100505875		long intergenic non-protein coding RNA 1088		10	0.821	0.308		0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	MIR210HG	100506211		MIR210 host gene		18	0.743	0.231		0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	LINC01511	100506791		long intergenic non-protein coding RNA 1511		2	1.0	0.077		0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MSH5-SAPCD1	100532732		MSH5-SAPCD1 readthrough (NMD candidate)		21	0.76	0.423		0.1		1.0	3	1	2008.0	2016.0
Lupus Erythematosus, Systemic	C0024141	IFNG-AS1	100885789		IFNG antisense RNA 1		33	0.659	0.654		0.1		1.0	1	5	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	LINC01250	101927554		long intergenic non-protein coding RNA 1250		14	0.743	0.231		0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	IL12A-AS1	101928376		IL12A antisense RNA 1		99	0.633	0.654		0.1		1.0	3	3	2015.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TSBP1-AS1	101929163		TSBP1 and BTNL2 antisense RNA 1		63	0.638	0.692		0.1		1.0	2	12	2008.0	2014.0
Lupus Erythematosus, Systemic	C0024141	LINC00993	101929520		long intergenic non-protein coding RNA 993		17	0.729	0.269		0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	HCG9	10255		HLA complex group 9		22	0.7	0.5		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	CDKN1B	1027	P46527	cyclin dependent kinase inhibitor 1B		454	0.409	0.769	0.62376	0.1		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	CEPT1	10390	Q9Y6K0	choline/ethanolamine phosphotransferase 1	Enzyme	5	0.861	0.192	0.99351	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ANP32B	10541	Q92688	acidic nuclear phosphoprotein 32 family member B	Enzyme modulator	120	0.541	0.731	0.95827	0.1		1.0	13	0	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	EHMT2-AS1	106478954		EHMT2 and SLC44A4 antisense RNA 1		14	0.78	0.462		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	RNU4-36P	106479573		RNA, U4 small nuclear 36, pseudogene		1	1.0	0.077		0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	TSBP1	10665	Q5SRN2	testis expressed basic protein 1		48	0.638	0.692	1.4756e-16	0.1		1.0	2	6	2008.0	2014.0
Lupus Erythematosus, Systemic	C0024141	TNFSF13B	10673	Q9Y275	TNF superfamily member 13b		282	0.46	0.731	0.98193	0.1		1.0	93	2	2000.0	2020.0
Lupus Erythematosus, Systemic	C0024141	MASP2	10747	O00187	mannan binding lectin serine peptidase 2	Enzyme	86	0.582	0.692	3.0428e-14	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	CFTR	1080	P13569	CF transmembrane conductance regulator	Ion channel	476	0.424	0.885	2.1735e-58	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	EHMT2	10919	Q96KQ7	euchromatic histone lysine methyltransferase 2	Epigenetic regulator	86	0.59	0.808	0.00010292	0.1		1.0	1	3	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	BTG3	10950	Q14201	BTG anti-proliferation factor 3		141	0.528	0.808	0.91582	0.1		1.0	18	0	1977.0	2020.0
Lupus Erythematosus, Systemic	C0024141	TRIM31	11074	Q9BZY9	tripartite motif containing 31		61	0.626	0.577	4.3248e-06	0.1		1.0	1	3	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	BTN2A1	11120	Q7KYR7	butyrophilin subfamily 2 member A1	Enzyme modulator	23	0.722	0.423	3.3959e-21	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	ATXN2L	11273	Q8WWM7	ataxin 2 like	Nucleic acid binding	30	0.695	0.423	1.0	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ADCY7	113	P51828	adenylate cyclase 7		38	0.656	0.462	9.4815e-07	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	LYST	1130	Q99698	lysosomal trafficking regulator		114	0.621	0.692	0.015026	0.1		1.0	2	2	2009.0	2015.0
Lupus Erythematosus, Systemic	C0024141	AHNAK2	113146	Q8IVF2	AHNAK nucleoprotein 2		15	0.78	0.462	0.00064799	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	CTRC	11330	Q99895	chymotrypsin C		56	0.653	0.5	1.2851e-12	0.1			0	0		
Lupus Erythematosus, Systemic	C0024141	C1QTNF6	114904	Q9BXI9	C1q and TNF related 6		33	0.682	0.577	9.0082e-06	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	FCRL3	115352	Q96P31	Fc receptor like 3	Cell adhesion	62	0.612	0.769	5.9739e-21	0.1		0.455	11	1	2006.0	2014.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF13C	115650	Q96RJ3	TNF receptor superfamily member 13C		127	0.54	0.731	0.26993	0.1		0.933	15	1	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SPPL3	121665	Q8TCT6	signal peptide peptidase like 3	Enzyme	50	0.638	0.615	0.99656	0.1		1.0	1	1	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	PUSL1	126789	Q8N0Z8	pseudouridine synthase like 1	Enzyme	1	1.0	0.077	2.6543e-20	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RBM45	129831	Q8IUH3	RNA binding motif protein 45		557	0.383	0.846	2.1132e-10	0.1		0.973	37	0	1992.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MUCL3	135656	Q3MIW9	mucin like 3		32	0.691	0.731	1.2265e-05	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	CR1	1378	P17927	complement C3b/C4b receptor 1 (Knops blood group)		129	0.533	0.808	1.6488e-35	0.1		0.882	17	0	1984.0	2011.0
Lupus Erythematosus, Systemic	C0024141	CREBL2	1389	O60519	cAMP responsive element binding protein like 2		3	1.0	0.077	0.72167	0.1		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	CREM	1390	Q03060	cAMP responsive element modulator		100	0.575	0.692	0.50878	0.1		1.0	18	4	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CSNK2B	1460	P67870	casein kinase 2 beta	Kinase	34	0.686	0.538	0.91728	0.1		1.0	1	2	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	ZFP90	146198	Q8TF47	ZFP90 zinc finger protein	Transcription factor	13	0.78	0.231	0.031662	0.1		1.0	2	3	2016.0	2017.0
Lupus Erythematosus, Systemic	C0024141	DGKQ	1609	P52824	diacylglycerol kinase theta	Kinase	17	0.736	0.423	1.7603e-09	0.1		1.0	2	3	2017.0	2019.0
Lupus Erythematosus, Systemic	C0024141	DARS1	1615	P14868	aspartyl-tRNA synthetase 1	Enzyme	40	0.711	0.5	8.536e-06	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ACE	1636	P12821	angiotensin I converting enzyme	Enzyme	1082	0.328	0.923	1.0344e-37	0.1		0.862	29	2	1998.0	2020.0
Lupus Erythematosus, Systemic	C0024141	DECR1	1666	Q16698	2,4-dienoyl-CoA reductase 1	Enzyme	399	0.426	0.885	4.4689e-14	0.1		1.0	10	0	2012.0	2020.0
Lupus Erythematosus, Systemic	C0024141	PSORS1C1	170679	Q9UIG5	psoriasis susceptibility 1 candidate 1		43	0.656	0.731	0.00026534	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	PPP1R18	170954	Q6NYC8	protein phosphatase 1 regulatory subunit 18		9	0.78	0.346	0.00050298	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	DNMT1	1786	P26358	DNA methyltransferase 1	Epigenetic regulator	496	0.406	0.885	1.0	0.1		0.857	28	0	2004.0	2018.0
Lupus Erythematosus, Systemic	C0024141	SCAMP5	192683	Q8TAC9	secretory carrier membrane protein 5	Enzyme	15	0.839	0.192	0.65099	0.1		1.0	2	1	2015.0	2016.0
Lupus Erythematosus, Systemic	C0024141	SPRED2	200734	Q7Z698	sprouty related EVH1 domain containing 2	Receptor	38	0.711	0.577	2.8684e-07	0.1		1.0	2	1	2015.0	2016.0
Lupus Erythematosus, Systemic	C0024141	EPHB2	2048	P29323	EPH receptor B2	Kinase	649	0.374	0.846	0.99997	0.1		1.0	10	0	2004.0	2016.0
Lupus Erythematosus, Systemic	C0024141	ESR1	2099	P03372	estrogen receptor 1	Nuclear receptor	1101	0.324	0.962	0.9992	0.1		0.969	32	3	1996.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ALB	213	P02768	albumin	Transporter	1198	0.317	0.962	0.64329	0.1		1.0	17	0	2005.0	2020.0
Lupus Erythematosus, Systemic	C0024141	F3	2152	P13726	coagulation factor III, tissue factor	Receptor	456	0.415	0.846	0.018872	0.1		0.9	10	0	1987.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SAMD9L	219285	Q8IVG5	sterile alpha motif domain containing 9 like		49	0.7	0.5	5.5651e-15	0.1		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	ARMC3	219681	Q5W041	armadillo repeat containing 3		6	0.839	0.192	3.5404e-13	0.1		1.0	1	1	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	RTKN2	219790	Q8IZC4	rhotekin 2		22	0.722	0.385	5.4633e-15	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	FCGR3A	2214	P08637	Fc fragment of IgG receptor IIIa	Cell adhesion	352	0.432	0.962	3.6955e-06	0.1		0.846	39	5	1998.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IKZF2	22807	Q9UKS7	IKAROS family zinc finger 2	Transcription factor	39	0.656	0.5	0.98731	0.1		1.0	2	2	2015.0	2016.0
Lupus Erythematosus, Systemic	C0024141	ABCF1	23	Q8NE71	ATP binding cassette subfamily F member 1	Enzyme	31	0.674	0.538	1.2823e-09	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	KDM4B	23030	O94953	lysine demethylase 4B	Epigenetic regulator	71	0.606	0.462	1.0	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	FNBP1	23048	Q96RU3	formin binding protein 1		17	0.736	0.269	0.82844	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ADGRL2	23266	O95490	adhesion G protein-coupled receptor L2	G-protein coupled receptor	33	0.682	0.385	1.0	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	ANKS1A	23294	Q92625	ankyrin repeat and sterile alpha motif domain containing 1A	Receptor	14	0.805	0.192	0.80916	0.1		1.0	2	2	2013.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CRB1	23418	P82279	crumbs cell polarity complex component 1		116	0.57	0.654	5.6266e-16	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	MTOR	2475	P42345	mechanistic target of rapamycin kinase	Kinase	960	0.343	0.885	1.0	0.1		1.0	19	0	2008.0	2020.0
Lupus Erythematosus, Systemic	C0024141	FUT2	2524	Q10981	fucosyltransferase 2	Enzyme	126	0.552	0.731	5.3218e-14	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	GABBR1	2550	Q9UBS5	gamma-aminobutyric acid type B receptor subunit 1	G-protein coupled receptor	82	0.587	0.769	0.99991	0.1		1.0	1	2	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	GALC	2581	P54803	galactosylceramidase		99	0.604	0.615	5.2142e-15	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	GEM	2669	P55040	GTP binding protein overexpressed in skeletal muscle		251	0.467	0.769	1.179e-08	0.1		0.909	11	0	2007.0	2018.0
Lupus Erythematosus, Systemic	C0024141	FAM98B	283742	Q52LJ0	family with sequence similarity 98 member B		1	1.0	0.077	0.010312	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	GPR19	2842	Q15760	G protein-coupled receptor 19	G-protein coupled receptor	12	0.792	0.269	0.10405	0.1		1.0	1	2	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	LINC01845	285627		long intergenic non-protein coding RNA 1845		1	1.0	0.077		0.1		1.0	1	2	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	GPR35	2859	Q9HC97	G protein-coupled receptor 35	G-protein coupled receptor	102	0.587	0.654	0.0049273	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	TPI1P2	286016		triosephosphate isomerase 1 pseudogene 2		5	0.839	0.115		0.1		1.0	1	1	2013.0	2013.0
Lupus Erythematosus, Systemic	C0024141	FAM86B3P	286042		family with sequence similarity 86, member A pseudogene		4	0.931	0.115		0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	LURAP1L	286343	Q8IV03	leucine rich adaptor protein 1 like		15	0.736	0.269	0.025029	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CCDC113	29070	Q9H0I3	coiled-coil domain containing 113		2	0.931	0.115	9.3239e-16	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	NR3C1	2908	P04150	nuclear receptor subfamily 3 group C member 1	Nuclear receptor	590	0.393	0.885	0.96958	0.1		0.909	11	5	2001.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ZNRD1	30834	Q9P1U0	zinc ribbon domain containing 1		50	0.653	0.654	0.2067	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HIP1	3092	O00291	huntingtin interacting protein 1	Cellular structure	56	0.653	0.577	0.76173	0.1		1.0	2	3	2009.0	2016.0
Lupus Erythematosus, Systemic	C0024141	HLA-DPB1	3115	P04440	major histocompatibility complex, class II, DP beta 1	Immune response	324	0.453	0.923	5.3254e-10	0.1		0.917	12	2	1990.0	2017.0
Lupus Erythematosus, Systemic	C0024141	HLA-DQB1	3119	P01920	major histocompatibility complex, class II, DQ beta 1	Immune response	504	0.407	0.885	0.0089259	0.1		1.0	19	0	1991.0	2019.0
Lupus Erythematosus, Systemic	C0024141	HLA-DRB9	3132		major histocompatibility complex, class II, DR beta 9 (pseudogene)		33	0.682	0.654		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HLA-G	3135	P17693	major histocompatibility complex, class I, G		279	0.461	0.769	1.365e-11	0.1		1.0	11	3	2008.0	2016.0
Lupus Erythematosus, Systemic	C0024141	HLA-L	3139		major histocompatibility complex, class I, L (pseudogene)		7	0.861	0.269		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HMGB1	3146	P09429	high mobility group box 1	Nucleic acid binding	724	0.368	0.923	0.82035	0.1		1.0	21	0	2008.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ICA1	3382	Q05084	islet cell autoantigen 1		34	0.686	0.5	0.00099069	0.1		1.0	2	2	2008.0	2017.0
Lupus Erythematosus, Systemic	C0024141	ICAM3	3385	P32942	intercellular adhesion molecule 3		59	0.619	0.654	2.7302e-25	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	IRF8	3394	Q02556	interferon regulatory factor 8	Transcription factor	149	0.539	0.808	0.94807	0.1		1.0	11	0	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IFN1@	3438		interferon, type 1, cluster		109	0.565	0.731		0.1		1.0	11	0	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IFNA1	3439	P01562	interferon alpha 1		662	0.371	0.923		0.1		0.983	120	0	1986.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IFNA13	3447	P01562	interferon alpha 13		646	0.374	0.923		0.1		0.983	117	0	1986.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IFNG	3458	P01579	interferon gamma		1519	0.288	0.962	0.47156	0.1		0.964	56	3	1994.0	2019.0
Lupus Erythematosus, Systemic	C0024141	APOH	350	P02749	apolipoprotein H		121	0.563	0.769	1.5614e-15	0.1		1.0	17	2	1993.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IL1A	3552	P01583	interleukin 1 alpha		1002	0.333	0.962	0.0001602	0.1		1.0	17	0	1995.0	2018.0
Lupus Erythematosus, Systemic	C0024141	IL1B	3553	P01584	interleukin 1 beta		1801	0.276	0.962	0.13005	0.1		0.972	36	0	1995.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IL1RN	3557	P18510	interleukin 1 receptor antagonist		701	0.373	0.923	0.030914	0.1		1.0	15	1	1994.0	2018.0
Lupus Erythematosus, Systemic	C0024141	IL2	3558	P60568	interleukin 2		950	0.336	0.885	0.47968	0.1		0.987	76	0	1988.0	2020.0
Lupus Erythematosus, Systemic	C0024141	CXCL8	3576	P10145	C-X-C motif chemokine ligand 8	Signaling	1254	0.31	0.962	0.00027377	0.1		0.846	13	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IL17A	3605	Q16552	interleukin 17A		1074	0.324	0.923	0.043049	0.1		0.986	70	5	2000.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IL18	3606	Q14116	interleukin 18		750	0.365	0.923	0.030717	0.1		0.969	32	4	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CXCL10	3627	P02778	C-X-C motif chemokine ligand 10	Signaling	631	0.378	0.885	0.36865	0.1		1.0	13	0	2014.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ISG20	3669	Q96AZ6	interferon stimulated exonuclease gene 20		414	0.414	0.846	0.002899	0.1		0.905	21	1	1995.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ITGAL	3683	P20701	integrin subunit alpha L		169	0.511	0.885	0.0043213	0.1		1.0	12	0	1987.0	2018.0
Lupus Erythematosus, Systemic	C0024141	KIR3DL1	3811	P43629	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	Receptor	231	0.475	0.769	8.3578e-14	0.1		0.917	12	0	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	KIT	3815	P10721	KIT proto-oncogene, receptor tyrosine kinase	Kinase	715	0.366	0.808	0.98087	0.1		1.0	1	1	2018.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ZKSCAN4	387032	Q969J2	zinc finger with KRAB and SCAN domains 4		8	0.839	0.269	0.00014184	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	SBK1	388228	Q52WX2	SH3 domain binding kinase 1		16	0.805	0.231	0.36812	0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SFTA2	389376	Q6UW10	surfactant associated 2		25	0.695	0.577	0.036441	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	LAMC2	3918	Q13753	laminin subunit gamma 2	Enzyme modulator	602	0.389	0.923	2.8791e-12	0.1		1.0	1	1	2011.0	2011.0
Lupus Erythematosus, Systemic	C0024141	ARHGAP4	393	P98171	Rho GTPase activating protein 4	Enzyme modulator	20	0.736	0.5	0.97693	0.1		1.0	1	1	2009.0	2009.0
Lupus Erythematosus, Systemic	C0024141	LCP1	3936	P13796	lymphocyte cytosolic protein 1	Cellular structure	44	0.663	0.654	0.55261	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	MUC21	394263	Q5SSG8	mucin 21, cell surface associated		19	0.743	0.346	0.080201	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	LEP	3952	P41159	leptin		931	0.349	0.846	0.46491	0.1		0.929	14	1	2008.0	2020.0
Lupus Erythematosus, Systemic	C0024141	C1orf141	400757	Q5JVX7	chromosome 1 open reading frame 141		30	0.691	0.385	0.0032311	0.1		1.0	1	3	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	LINC01185	400957		long intergenic non-protein coding RNA 1185		13	0.743	0.346		0.1		1.0	1	1	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	LINC00243	401247		long intergenic non-protein coding RNA 243		24	0.729	0.423		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	LPP	4026	Q93052	LIM domain containing preferred translocation partner in lipoma	Enzyme modulator	131	0.543	0.769	0.0071908	0.1		1.0	1	1	2016.0	2016.0
Lupus Erythematosus, Systemic	C0024141	TRIM26BP	404024		tripartite motif containing 26B, pseudogene		4	0.861	0.269		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	MIR146A	406938		microRNA 146a		505	0.398	0.885		0.1		0.9	20	1	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MIR155	406947		microRNA 155		584	0.384	0.885		0.1		1.0	10	0	2010.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MIR21	406991		microRNA 21		726	0.363	0.846		0.1		1.0	10	0	2010.0	2019.0
Lupus Erythematosus, Systemic	C0024141	HCG18	414777		HLA complex group 18		27	0.722	0.538		0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HCG17	414778		HLA complex group 17		17	0.769	0.346		0.1		1.0	1	3	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	MBL2	4153	P11226	mannose binding lectin 2	Receptor	563	0.39	0.846	0.0026836	0.1		0.891	46	4	1998.0	2018.0
Lupus Erythematosus, Systemic	C0024141	MGAT5	4249	Q09328	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	Enzyme	59	0.638	0.5	0.99998	0.1		1.0	2	2	2017.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MIF	4282	P14174	macrophage migration inhibitory factor		455	0.412	0.885	0.012262	0.1		1.0	10	2	2004.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MMP9	4318	P14780	matrix metallopeptidase 9	Enzyme	1337	0.305	0.923	1.8869e-17	0.1		0.917	12	1	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IRF1-AS1	441108	Q8N8D9	IRF1 antisense RNA 1		44	0.67	0.385	0.0041687	0.1		1.0	1	1	2015.0	2015.0
Lupus Erythematosus, Systemic	C0024141	STX17-AS1	441461		STX17 antisense RNA 1		6	0.89	0.192		0.1		1.0	1	2	2017.0	2017.0
Lupus Erythematosus, Systemic	C0024141	OR14J1	442191	Q9UGF5	olfactory receptor family 14 subfamily J member 1		4	0.89	0.154	0.0016678	0.1		1.0	1	1	2014.0	2014.0
Lupus Erythematosus, Systemic	C0024141	NOS3	4846	P29474	nitric oxide synthase 3		706	0.378	0.885	6.7246e-07	0.1		0.857	14	1	2004.0	2018.0
